star,star_url,nationality,image_url
Edward James Olmos,https://www.imdb.com/name/nm0001579/,USA,https://m.media-amazon.com/images/M/MV5BMjEzODQzODQ4OF5BMl5BanBnXkFtZTcwMDczMTkxNw@@._V1_.jpg
Charles Chaplin,https://www.imdb.com/name/nm0000122/,UK,https://m.media-amazon.com/images/M/MV5BNDcwMDc0ODAzOF5BMl5BanBnXkFtZTgwNTY2OTI1MDE@._V1_.jpg
Mack Swain,https://www.imdb.com/name/nm0841501/,USA,https://m.media-amazon.com/images/M/MV5BOGRkZjljYmQtMGVmZS00OWNhLWIzZjAtMzBhYTM1NjQ4NDZlXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_.jpg
Tom Murray,https://www.imdb.com/name/nm0615306/,USA,https://m.media-amazon.com/images/M/MV5BNTFkOTk0YzctNDcyOS00YmFlLWEzMzktMmNlMGQ1Njg2MzllXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg
Henry Bergman,https://www.imdb.com/name/nm0074788/,USA,https://m.media-amazon.com/images/M/MV5BN2NjNGQxZWMtMjI3NC00ZjE0LTkzMzktMGE4NzNiNmJkODZiXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_.jpg
Ethan Hawke,https://www.imdb.com/name/nm0000160/,USA,https://m.media-amazon.com/images/M/MV5BMTk4NDMxMTI0MF5BMl5BanBnXkFtZTYwMjE3ODE0._V1_.jpg
Julie Delpy,https://www.imdb.com/name/nm0000365/,France,https://m.media-amazon.com/images/M/MV5BMTg4ODM0MjI5NV5BMl5BanBnXkFtZTYwNDQ5NjM1._V1_.jpg
Andrea Eckert,https://www.imdb.com/name/nm0248600/,Austria,N/A
Hanno Pöschl,https://www.imdb.com/name/nm0702541/,Austria,https://m.media-amazon.com/images/M/MV5BOTUyNTMzNzYtNGFjNS00ZDljLWIxNTEtYWMzNDU4ODY2YmMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg
Chiwetel Ejiofor,https://www.imdb.com/name/nm0252230/,UK,https://m.media-amazon.com/images/M/MV5BNzA5MDEyMTY3Nl5BMl5BanBnXkFtZTgwODQ0MjcxMDE@._V1_.jpg
Michael Kenneth Williams,https://www.imdb.com/name/nm0931324/,USA,https://m.media-amazon.com/images/M/MV5BMjE1MTI1NjUxMV5BMl5BanBnXkFtZTgwNTUyODM0MTE@._V1_.jpg
Michael Fassbender,https://www.imdb.com/name/nm1055413/,Germany,https://m.media-amazon.com/images/M/MV5BMTk0NjM2MTE5M15BMl5BanBnXkFtZTcwODIxMzcyNw@@._V1_.jpg
Brad Pitt,https://www.imdb.com/name/nm0000093/,USA,https://m.media-amazon.com/images/M/MV5BMjA1MjE2MTQ2MV5BMl5BanBnXkFtZTcwMjE5MDY0Nw@@._V1_.jpg
Jason Schwartzman,https://www.imdb.com/name/nm0005403/,USA,https://m.media-amazon.com/images/M/MV5BMjAyNjY0NTgzNF5BMl5BanBnXkFtZTcwOTQ0ODk2Mw@@._V1_.jpg
J.K. Simmons,https://www.imdb.com/name/nm0799777/,USA,https://m.media-amazon.com/images/M/MV5BMzg2NTI5NzQ1MV5BMl5BanBnXkFtZTgwNjI1NDEwMDI@._V1_.jpg
Rashida Jones,https://www.imdb.com/name/nm0429069/,USA,https://m.media-amazon.com/images/M/MV5BMjA0ODM2MzQ2NV5BMl5BanBnXkFtZTcwMTAxNTUxOQ@@._V1_.jpg
Will Sasso,https://www.imdb.com/name/nm0766005/,Canada,https://m.media-amazon.com/images/M/MV5BNWVlNGJjMTAtY2U4Ny00YTE0LWIzMTctNWExMWI4ZGJjZmJkXkEyXkFqcGdeQXVyNTk0MzUzNDY@._V1_.jpg
Daniel Radcliffe,https://www.imdb.com/name/nm0705356/,UK,https://m.media-amazon.com/images/M/MV5BZmE0NzNiNzQtYTVlYS00MjljLWE4MTgtYzYxNjU2NjZkM2M4XkEyXkFqcGdeQXVyNjY5NDgzNjQ@._V1_.jpg
Emma Watson,https://www.imdb.com/name/nm0914612/,France,https://m.media-amazon.com/images/M/MV5BMTQ3ODE2NTMxMV5BMl5BanBnXkFtZTgwOTIzOTQzMjE@._V1_.jpg
Rupert Grint,https://www.imdb.com/name/nm0342488/,UK,https://m.media-amazon.com/images/M/MV5BNTNhODBmODktNjViNC00MTM2LWExMzUtNzY3MTY5NWI1ZDE4XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg
Michael Gambon,https://www.imdb.com/name/nm0002091/,🇮🇪,https://m.media-amazon.com/images/M/MV5BMTY3OTc4MTgyN15BMl5BanBnXkFtZTcwNTAxNjA3Mg@@._V1_.jpg
Marlon Brando,https://www.imdb.com/name/nm0000008/,USA,https://m.media-amazon.com/images/M/MV5BMTg3MDYyMDE5OF5BMl5BanBnXkFtZTcwNjgyNTEzNA@@._V1_.jpg
Karl Malden,https://www.imdb.com/name/nm0001500/,USA,https://m.media-amazon.com/images/M/MV5BMTM1MjY3Njk5Ml5BMl5BanBnXkFtZTYwNTYwMzI2._V1_.jpg
Lee J. Cobb,https://www.imdb.com/name/nm0002011/,USA,https://m.media-amazon.com/images/M/MV5BNDc3MTM0MDQyMF5BMl5BanBnXkFtZTYwMTczMTg2._V1_.jpg
Rod Steiger,https://www.imdb.com/name/nm0001768/,USA,https://m.media-amazon.com/images/M/MV5BMTk0NjQ1OTUxNl5BMl5BanBnXkFtZTYwNDA3NjA2._V1_.jpg
Charlton Heston,https://www.imdb.com/name/nm0000032/,USA,https://m.media-amazon.com/images/M/MV5BNTBkOTkzMDYtY2JlMC00ODExLWJjNTAtZTcxMjZkMzZkYTgzXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Jack Hawkins,https://www.imdb.com/name/nm0370144/,UK,https://m.media-amazon.com/images/M/MV5BMTU0MTk0NzI5OF5BMl5BanBnXkFtZTcwNTI1NjQwOA@@._V1_.jpg
Stephen Boyd,https://www.imdb.com/name/nm0000963/,UK,https://m.media-amazon.com/images/M/MV5BNzViZTliMjItOWNmYS00YmIxLTk2MzItMGQ1YWQwOTM5OGZjXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg
Haya Harareet,https://www.imdb.com/name/nm0361823/,Palestine,https://m.media-amazon.com/images/M/MV5BMTY5Nzc3NzEzMV5BMl5BanBnXkFtZTcwNDUwNjAxOA@@._V1_.jpg
Ben Affleck,https://www.imdb.com/name/nm0000255/,USA,https://m.media-amazon.com/images/M/MV5BMzczNzNiMDAtMmUzZS00MTkwLWIwOTYtNmYyNjg3MTVkNThhXkEyXkFqcGdeQXVyMjA4MjI5MTA@._V1_.jpg
Rosamund Pike,https://www.imdb.com/name/nm0683253/,UK,https://m.media-amazon.com/images/M/MV5BNDQ5MDIyMjg3NV5BMl5BanBnXkFtZTgwOTU2NTE0NDM@._V1_.jpg
Neil Patrick Harris,https://www.imdb.com/name/nm0000439/,USA,https://m.media-amazon.com/images/M/MV5BMTUxNjQ4MjU5Ml5BMl5BanBnXkFtZTcwMTY5NzAzNw@@._V1_.jpg
Tyler Perry,https://www.imdb.com/name/nm1347153/,USA,https://m.media-amazon.com/images/M/MV5BMzYzNjk4MTU3NF5BMl5BanBnXkFtZTcwODMxMTEwNQ@@._V1_.jpg
Ralph Fiennes,https://www.imdb.com/name/nm0000146/,UK,https://m.media-amazon.com/images/M/MV5BMzc5MjE1NDgyN15BMl5BanBnXkFtZTcwNzg2ODgwNA@@._V1_.jpg
F. Murray Abraham,https://www.imdb.com/name/nm0000719/,USA,https://m.media-amazon.com/images/M/MV5BNDQ2MzQ2ODYxM15BMl5BanBnXkFtZTcwODY3NTIxNw@@._V1_.jpg
Mathieu Amalric,https://www.imdb.com/name/nm0023832/,France,https://m.media-amazon.com/images/M/MV5BMTgzMjIzMTMyM15BMl5BanBnXkFtZTcwMjI2NzM1OQ@@._V1_.jpg
Adrien Brody,https://www.imdb.com/name/nm0004778/,USA,https://m.media-amazon.com/images/M/MV5BMjI3ODkxMjU3OF5BMl5BanBnXkFtZTgwMTk2Njk3MTE@._V1_.jpg
Victor Sjöström,https://www.imdb.com/name/nm0803705/,Sweden,https://m.media-amazon.com/images/M/MV5BMTQwMzk0OTQ2Ml5BMl5BanBnXkFtZTcwNjg5MDI2NQ@@._V1_.jpg
Bibi Andersson,https://www.imdb.com/name/nm0000761/,Sweden,https://m.media-amazon.com/images/M/MV5BY2ZhNGIzNzgtMGU0MC00YjQ2LWJkMWUtZmExZTU5MmRhZjA4XkEyXkFqcGdeQXVyNTk5NzQ5Ng@@._V1_.jpg
Ingrid Thulin,https://www.imdb.com/name/nm0862026/,Sweden,https://m.media-amazon.com/images/M/MV5BMTU1MjI4MzIxOV5BMl5BanBnXkFtZTcwMjgzOTkxOA@@._V1_.jpg
Gunnar Björnstrand,https://www.imdb.com/name/nm0085038/,Sweden,https://m.media-amazon.com/images/M/MV5BMTUzODQ4NjI3M15BMl5BanBnXkFtZTcwMTUyMDEyOA@@._V1_.jpg
Buster Keaton,https://www.imdb.com/name/nm0000036/,USA,https://m.media-amazon.com/images/M/MV5BMTI0MjA4ODk5OF5BMl5BanBnXkFtZTYwNDQyNjI2._V1_.jpg
Marion Mack,https://www.imdb.com/name/nm0533045/,NA,https://m.media-amazon.com/images/M/MV5BMjM4OTU2NzI1NV5BMl5BanBnXkFtZTgwNjEyMjkxNDE@._V1_.jpg
Glen Cavender,https://www.imdb.com/name/nm0147070/,USA,https://m.media-amazon.com/images/M/MV5BMmUwODJmMjQtYmQwYy00YTA2LWIxMDMtOTUyY2NhZDFlOGU4XkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg
Jim Farley,https://www.imdb.com/name/nm0267650/,USA,https://m.media-amazon.com/images/M/MV5BOTAwNzgzYWYtN2NjMC00MmQ1LTk4ZjAtNGM3YzExODJkY2U1XkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_.jpg
Orson Welles,https://www.imdb.com/name/nm0000080/,USA,https://m.media-amazon.com/images/M/MV5BOGJiOThkNDYtNWY1Mi00ZTQ1LWFlZWItOTkwNWE4ZDMyYTEyXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Joseph Cotten,https://www.imdb.com/name/nm0001072/,USA,https://m.media-amazon.com/images/M/MV5BMjE3MjQ4NzIyOV5BMl5BanBnXkFtZTYwOTU1MjI2._V1_.jpg
Alida Valli,https://www.imdb.com/name/nm0885098/,Croatia,https://m.media-amazon.com/images/M/MV5BMTY0MTMyODUzMV5BMl5BanBnXkFtZTcwMTczOTkxOA@@._V1_.jpg
Trevor Howard,https://www.imdb.com/name/nm0002145/,UK,https://m.media-amazon.com/images/M/MV5BZTg2ODFhZDMtZGViMi00Yzg2LThkNmUtYmE1ZWJjZTMzNGZiXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_.jpg
Daniel Day-Lewis,https://www.imdb.com/name/nm0000358/,UK,https://m.media-amazon.com/images/M/MV5BMjE2NDY2NDc1Ml5BMl5BanBnXkFtZTcwNjAyMjkwOQ@@._V1_.jpg
Pete Postlethwaite,https://www.imdb.com/name/nm0000592/,UK,https://m.media-amazon.com/images/M/MV5BMTMyMjIxMTQ2NV5BMl5BanBnXkFtZTYwNDQ0NTE1._V1_.jpg
Alison Crosbie,https://www.imdb.com/name/nm0188949/,NA,N/A
Philip King,https://www.imdb.com/name/nm2535022/,NA,N/A
Robert De Niro,https://www.imdb.com/name/nm0000134/,USA,https://m.media-amazon.com/images/M/MV5BMjAwNDU3MzcyOV5BMl5BanBnXkFtZTcwMjc0MTIxMw@@._V1_.jpg
Christopher Walken,https://www.imdb.com/name/nm0000686/,USA,https://m.media-amazon.com/images/M/MV5BMjA4ODUyNDQ2NV5BMl5BanBnXkFtZTYwODk2MTYz._V1_.jpg
John Cazale,https://www.imdb.com/name/nm0001030/,USA,https://m.media-amazon.com/images/M/MV5BMTUzMTM1MjI5NV5BMl5BanBnXkFtZTcwMTM5NTM1Mw@@._V1_.jpg
John Savage,https://www.imdb.com/name/nm0001698/,USA,https://m.media-amazon.com/images/M/MV5BNmM1YzA1MGEtYjEyYi00Y2Y5LWJlYjQtZmUxYjk0NTNhM2ZkXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg
Ryan O'Neal,https://www.imdb.com/name/nm0641939/,USA,https://m.media-amazon.com/images/M/MV5BNjUxOTMwMTI1N15BMl5BanBnXkFtZTcwOTUxMDkwMw@@._V1_.jpg
Marisa Berenson,https://www.imdb.com/name/nm0001943/,USA,https://m.media-amazon.com/images/M/MV5BNDM1NzY4ODMzNF5BMl5BanBnXkFtZTcwMTQwMjY5Ng@@._V1_.jpg
Patrick Magee,https://www.imdb.com/name/nm0535861/,UK,N/A
Hardy Krüger,https://www.imdb.com/name/nm0473228/,Germany,https://m.media-amazon.com/images/M/MV5BOGQzM2EzYjYtOTViMy00ZDVjLTk4ZWEtYTRkZDdkZjBkMjE3XkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg
Andrew Garfield,https://www.imdb.com/name/nm1940449/,USA,https://m.media-amazon.com/images/M/MV5BMjE2MjI2OTk1OV5BMl5BanBnXkFtZTgwNTY1NzM4MDI@._V1_.jpg
Sam Worthington,https://www.imdb.com/name/nm0941777/,UK,https://m.media-amazon.com/images/M/MV5BZWUwNmEwZTUtYzMxMS00ODg5LTlmYjItMGU4ZjNmN2Q1NjkwXkEyXkFqcGdeQXVyMTM1MjAxMDc3._V1_.jpg
Luke Bracey,https://www.imdb.com/name/nm3478396/,Australia,https://m.media-amazon.com/images/M/MV5BNjU1NTM1ODQtZmRkZi00NGZhLWE0NWItZmUxODJhZjkwZTBiXkEyXkFqcGdeQXVyNjY5NDgzNjQ@._V1_.jpg
Teresa Palmer,https://www.imdb.com/name/nm1954240/,Australia,https://m.media-amazon.com/images/M/MV5BMWY4OWYxMmYtYWQ1Yy00NzI2LTkxMzktMWViM2JlOGEwNDgwXkEyXkFqcGdeQXVyNDE1NzY2MTI@._V1_.jpg
Yves Montand,https://www.imdb.com/name/nm0598971/,Italy,https://m.media-amazon.com/images/M/MV5BMTQ4NDgwMDcyMl5BMl5BanBnXkFtZTYwODA3MjI2._V1_.jpg
Charles Vanel,https://www.imdb.com/name/nm0889024/,France,https://m.media-amazon.com/images/M/MV5BMTg0NDg4MzY0OV5BMl5BanBnXkFtZTgwMTk4ODUxMzE@._V1_.jpg
Peter van Eyck,https://www.imdb.com/name/nm0886870/,Poland,https://m.media-amazon.com/images/M/MV5BMjYyMjA5ODU2MF5BMl5BanBnXkFtZTcwOTYzMzAyOA@@._V1_.jpg
Folco Lulli,https://www.imdb.com/name/nm0525793/,Italy,https://m.media-amazon.com/images/M/MV5BYWMwM2VlODktNGRkZi00YTI4LWEzODgtNDNkYWQxN2UwN2NkXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg
Song Kang-ho,https://www.imdb.com/name/nm0814280/,South Korea,https://m.media-amazon.com/images/M/MV5BYjYyYzcyZTAtY2I4Yy00NGE2LThiNzYtYmVjNGIyNWU2YjVkXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_.jpg
Kim Sang-kyung,https://www.imdb.com/name/nm1235292/,South Korea,https://m.media-amazon.com/images/M/MV5BMTQxNzI0ODExN15BMl5BanBnXkFtZTgwMTA3NzE1MjE@._V1_.jpg
Roe-ha Kim,https://www.imdb.com/name/nm1323287/,South Korea,https://m.media-amazon.com/images/M/MV5BYjJiZDE2NjQtZTI5Yy00ZDViLTgxMGYtOTU1MDk0ZTE0NTljL2ltYWdlXkEyXkFqcGdeQXVyMzQ2MDUxMTg@._V1_.jpg
Jae-ho Song,https://www.imdb.com/name/nm1138201/,South Korea,https://m.media-amazon.com/images/M/MV5BZGZkMjUxOGEtY2FkZS00NmQzLTkxOTQtOWJjOTQ4Yzk2N2NiXkEyXkFqcGdeQXVyMjIyNzU0OA@@._V1_.jpg
Buster Keaton,https://www.imdb.com/name/nm0000036/,USA,https://m.media-amazon.com/images/M/MV5BMTI0MjA4ODk5OF5BMl5BanBnXkFtZTYwNDQyNjI2._V1_.jpg
Kathryn McGuire,https://www.imdb.com/name/nm0570230/,USA,https://m.media-amazon.com/images/M/MV5BMTI0OTQyNDAxM15BMl5BanBnXkFtZTcwMzQ5MTMyMg@@._V1_.jpg
Joe Keaton,https://www.imdb.com/name/nm0444172/,USA,https://m.media-amazon.com/images/M/MV5BMGMzOGUyZmItYjc1My00NmY4LWIyZDUtM2Y2MjAzNTk0NmMyXkEyXkFqcGdeQXVyMTI3MDk3MzQ@._V1_.jpg
Erwin Connelly,https://www.imdb.com/name/nm0175068/,USA,https://m.media-amazon.com/images/M/MV5BZmZkZmRmZWEtYjNjYi00YTFlLTg2NGMtZDIyNGY0ZTAyYWViXkEyXkFqcGdeQXVyMTI3MDk3MzQ@._V1_.jpg
Darío Grandinetti,https://www.imdb.com/name/nm0334882/,Argentina,https://m.media-amazon.com/images/M/MV5BMTc4MTY5Njk5Nl5BMl5BanBnXkFtZTcwOTAzOTY2OQ@@._V1_.jpg
María Marull,https://www.imdb.com/name/nm0555404/,Argentina,https://m.media-amazon.com/images/M/MV5BNTI3NTQ0NDY4Ml5BMl5BanBnXkFtZTgwNTAyMzI4MTE@._V1_.jpg
Mónica Villa,https://www.imdb.com/name/nm0897640/,Argentina,https://m.media-amazon.com/images/M/MV5BNzM5OTNiYjQtNDBiOS00MDRmLTgwNTQtNTg1MDVlMzBkYmYzXkEyXkFqcGdeQXVyNjU0ODkwMTU@._V1_.jpg
Diego Starosta,https://www.imdb.com/name/nm0823435/,NA,https://m.media-amazon.com/images/M/MV5BYzQ0ZmMzNDAtZjM2OC00ODE3LWEyYTktOTYyZDRjY2E0NGZiXkEyXkFqcGdeQXVyMTI3MDk3MzQ@._V1_.jpg
Tom Hardy,https://www.imdb.com/name/nm0362766/,UK,https://m.media-amazon.com/images/M/MV5BMTQ3ODEyNjA4Nl5BMl5BanBnXkFtZTgwMTE4ODMyMjE@._V1_.jpg
Charlize Theron,https://www.imdb.com/name/nm0000234/,South Africa,https://m.media-amazon.com/images/M/MV5BMTk5Mzc4ODU0Ml5BMl5BanBnXkFtZTcwNjU1NTI0Mw@@._V1_.jpg
Nicholas Hoult,https://www.imdb.com/name/nm0396558/,UK,https://m.media-amazon.com/images/M/MV5BMTUxMTYxNzMzNF5BMl5BanBnXkFtZTcwMTU0NTcxOQ@@._V1_.jpg
Zoë Kravitz,https://www.imdb.com/name/nm2368789/,USA,https://m.media-amazon.com/images/M/MV5BM2NmMWViOTYtOGJhYi00MzU2LWI5ODYtOGJhYzhkMWViODY5XkEyXkFqcGdeQXVyNjk2NTA3MTc@._V1_.jpg
Max von Sydow,https://www.imdb.com/name/nm0001884/,Sweden,https://m.media-amazon.com/images/M/MV5BMTI3MDQzOTMwN15BMl5BanBnXkFtZTYwMDgyMjM1._V1_.jpg
Gunnar Björnstrand,https://www.imdb.com/name/nm0085038/,Sweden,https://m.media-amazon.com/images/M/MV5BMTUzODQ4NjI3M15BMl5BanBnXkFtZTcwMTUyMDEyOA@@._V1_.jpg
Bengt Ekerot,https://www.imdb.com/name/nm0252345/,Sweden,https://m.media-amazon.com/images/M/MV5BMTczOTY5MTU3MF5BMl5BanBnXkFtZTYwNzE0OTM2._V1_.jpg
Nils Poppe,https://www.imdb.com/name/nm0691555/,Sweden,https://m.media-amazon.com/images/M/MV5BMWI4ZTUxNWYtNjhiMC00MzlmLWE4NjEtNGJkYjA5YzYyNjM3XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_.jpg
Toni Collette,https://www.imdb.com/name/nm0001057/,Australia,https://m.media-amazon.com/images/M/MV5BODYzOTE3ODc1Ml5BMl5BanBnXkFtZTgwODYwMjE4NTM@._V1_.jpg
Philip Seymour Hoffman,https://www.imdb.com/name/nm0000450/,USA,https://m.media-amazon.com/images/M/MV5BMTQ0NTA1NTg3Ml5BMl5BanBnXkFtZTcwNzkxNzgxNw@@._V1_.jpg
Eric Bana,https://www.imdb.com/name/nm0051509/,Australia,https://m.media-amazon.com/images/M/MV5BZGM2MjFhYjgtYTRlOS00YTQzLThlMDUtMGQxYjZmZjBiZmFjXkEyXkFqcGdeQXVyNzAxOTAyMDc@._V1_.jpg
Barry Humphries,https://www.imdb.com/name/nm0402032/,Australia,https://m.media-amazon.com/images/M/MV5BMTg3Mjk5NDI4OF5BMl5BanBnXkFtZTcwMDg4NjUzOA@@._V1_.jpg
Jay Baruchel,https://www.imdb.com/name/nm0059431/,Canada,https://m.media-amazon.com/images/M/MV5BMTM5MjY0MzU0OV5BMl5BanBnXkFtZTcwOTE0NDA2NA@@._V1_.jpg
Gerard Butler,https://www.imdb.com/name/nm0124930/,UK,https://m.media-amazon.com/images/M/MV5BMjE4NDMwMzc4Ml5BMl5BanBnXkFtZTcwMDg4Nzg4Mg@@._V1_.jpg
Christopher Mintz-Plasse,https://www.imdb.com/name/nm2395586/,USA,https://m.media-amazon.com/images/M/MV5BMTQyNjUzMDk5N15BMl5BanBnXkFtZTcwNzk0Nzk5Mw@@._V1_.jpg
Craig Ferguson,https://www.imdb.com/name/nm0272401/,UK,https://m.media-amazon.com/images/M/MV5BMTQ1NDYxNDM0OF5BMl5BanBnXkFtZTcwNDg4Mjc5Nw@@._V1_.jpg
Brie Larson,https://www.imdb.com/name/nm0488953/,USA,https://m.media-amazon.com/images/M/MV5BNDE4ZWY1ZTUtYjNhMy00MTQyLWFmMjktNTkyYTFjOGRlNDk0XkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_.jpg
Jacob Tremblay,https://www.imdb.com/name/nm5016878/,Canada,https://m.media-amazon.com/images/M/MV5BYjQ2MDJhY2YtN2VkNy00MTY0LTk3MDItNjkwZjVhYjliMjliXkEyXkFqcGdeQXVyMzM0MDI2MTE@._V1_.jpg
Sean Bridgers,https://www.imdb.com/name/nm0108703/,USA,https://m.media-amazon.com/images/M/MV5BNTE5NjY5ZTktZWU4ZC00NTNhLWI1ZTktMzEwOTgzN2UyN2E5XkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_.jpg
Wendy Crewson,https://www.imdb.com/name/nm0187724/,Canada,https://m.media-amazon.com/images/M/MV5BMjAzNTc0Njc3Ml5BMl5BanBnXkFtZTYwOTczMDY0._V1_.jpg
Billy Crystal,https://www.imdb.com/name/nm0000345/,USA,https://m.media-amazon.com/images/M/MV5BMTQ4MjA4MjM4NV5BMl5BanBnXkFtZTcwMzE0MjcxNQ@@._V1_.jpg
John Goodman,https://www.imdb.com/name/nm0000422/,USA,https://m.media-amazon.com/images/M/MV5BOTk1MzAzMDUxMF5BMl5BanBnXkFtZTgwODgyMTQxNjM@._V1_.jpg
Mary Gibbs,https://www.imdb.com/name/nm0316701/,USA,https://m.media-amazon.com/images/M/MV5BMTMzODg0Nzc5Ml5BMl5BanBnXkFtZTYwNTMwODA3._V1_.jpg
Steve Buscemi,https://www.imdb.com/name/nm0000114/,USA,https://m.media-amazon.com/images/M/MV5BODc0NTU3NDA4M15BMl5BanBnXkFtZTcwNDkxNzQxNA@@._V1_.jpg
Roy Scheider,https://www.imdb.com/name/nm0001702/,USA,https://m.media-amazon.com/images/M/MV5BNjc2OGUyMzYtNWFmYy00ZTg0LWFiYzQtYWNiZGY2OGUxNWVlXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_.jpg
Robert Shaw,https://www.imdb.com/name/nm0001727/,UK,https://m.media-amazon.com/images/M/MV5BMTc0NzI3NTU2MF5BMl5BanBnXkFtZTcwNTUzMjkyOA@@._V1_.jpg
Richard Dreyfuss,https://www.imdb.com/name/nm0000377/,USA,https://m.media-amazon.com/images/M/MV5BMTUzMjIzMjM2NV5BMl5BanBnXkFtZTcwNDAxMDY0Mg@@._V1_.jpg
Lorraine Gary,https://www.imdb.com/name/nm0308882/,USA,https://m.media-amazon.com/images/M/MV5BMjAwNzM4OTI5MV5BMl5BanBnXkFtZTcwOTMwMDA1OA@@._V1_.jpg
Jeff Bridges,https://www.imdb.com/name/nm0000313/,USA,https://m.media-amazon.com/images/M/MV5BNTU1NjM4MDYzMl5BMl5BanBnXkFtZTcwMjIwMjMyMw@@._V1_.jpg
John Goodman,https://www.imdb.com/name/nm0000422/,USA,https://m.media-amazon.com/images/M/MV5BOTk1MzAzMDUxMF5BMl5BanBnXkFtZTgwODgyMTQxNjM@._V1_.jpg
Julianne Moore,https://www.imdb.com/name/nm0000194/,USA,https://m.media-amazon.com/images/M/MV5BMTM5NDI1MjE2Ml5BMl5BanBnXkFtZTgwNDE0Nzk0MDE@._V1_.jpg
Steve Buscemi,https://www.imdb.com/name/nm0000114/,USA,https://m.media-amazon.com/images/M/MV5BODc0NTU3NDA4M15BMl5BanBnXkFtZTcwNDkxNzQxNA@@._V1_.jpg
Maria Falconetti,https://www.imdb.com/name/nm0266029/,France,https://m.media-amazon.com/images/M/MV5BMjExMjcwOTAyM15BMl5BanBnXkFtZTYwMzMzMjM2._V1_.jpg
Eugene Silvain,https://www.imdb.com/name/nm0798564/,France,https://m.media-amazon.com/images/M/MV5BZDgxNTliNWUtY2ZiNi00NWFjLWFlMDktOGI1NGM1NzIwMmJkXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg
André Berley,https://www.imdb.com/name/nm0075551/,France,https://m.media-amazon.com/images/M/MV5BZTI4OTEzYmMtN2Q0YS00N2UwLWE5MTQtZWIwYjkyZWMyODQ0XkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg
Maurice Schutz,https://www.imdb.com/name/nm0776914/,France,https://m.media-amazon.com/images/M/MV5BM2E4N2E1YjQtM2ZiMS00NDUxLTk5YWQtN2IyZjBiNGE5ZDJmXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg
Don Cheadle,https://www.imdb.com/name/nm0000332/,USA,https://m.media-amazon.com/images/M/MV5BNDMxNDM3MzY5N15BMl5BanBnXkFtZTcwMjkzOTY4MQ@@._V1_.jpg
Sophie Okonedo,https://www.imdb.com/name/nm0645683/,UK,https://m.media-amazon.com/images/M/MV5BMjAyMDI3MzI0N15BMl5BanBnXkFtZTcwMTQzMzM5MQ@@._V1_.jpg
Joaquin Phoenix,https://www.imdb.com/name/nm0001618/,Puerto Rico,https://m.media-amazon.com/images/M/MV5BZGMyY2Q4NTEtMWVkZS00NzcwLTkzNmQtYzBlMWZhZGNhMDhkXkEyXkFqcGdeQXVyNjk1MjYyNTA@._V1_.jpg
Xolani Mali,https://www.imdb.com/name/nm1796730/,NA,N/A
Matt Damon,https://www.imdb.com/name/nm0000354/,USA,https://m.media-amazon.com/images/M/MV5BMTM0NzYzNDgxMl5BMl5BanBnXkFtZTcwMDg2MTMyMw@@._V1_.jpg
Christian Bale,https://www.imdb.com/name/nm0000288/,UK,https://m.media-amazon.com/images/M/MV5BMTkxMzk4MjQ4MF5BMl5BanBnXkFtZTcwMzExODQxOA@@._V1_.jpg
Jon Bernthal,https://www.imdb.com/name/nm1256532/,USA,https://m.media-amazon.com/images/M/MV5BMTcwNzA5MDg0OV5BMl5BanBnXkFtZTcwMTU2NjE0Nw@@._V1_.jpg
Caitríona Balfe,https://www.imdb.com/name/nm1495520/,🇮🇪,https://m.media-amazon.com/images/M/MV5BZTM4ZDBhYWMtZmQ0Ny00YjI0LWFhMTEtM2IwNmZlZGQwYzJhXkEyXkFqcGdeQXVyMjA2Nzk2MDc@._V1_.jpg
Sylvester Stallone,https://www.imdb.com/name/nm0000230/,USA,https://m.media-amazon.com/images/M/MV5BMTQwMTk3NDU2OV5BMl5BanBnXkFtZTcwNTA3MTI0Mw@@._V1_.jpg
